Date; SPY ; DIA ; VIX ; VTSMX ; VTMGX ; VEIEX ; VGSIX ; VIPSX ; VFITX 
09.03.2012; 127.53   ; 118.56   ; 17.11   ; 32.15   ; 9.63   ; 25.40   ; 17.55   ; 13.27   ; 10.78   
12.03.2012; 127.54   ; 118.84   ; 15.64   ; 32.13   ; 9.61   ; 25.18   ; 17.64   ; 13.27   ; 10.77   
13.03.2012; 129.84   ; 120.88   ; 14.73   ; 32.74   ; 9.74   ; 25.69   ; 18.03   ; 13.23   ; 10.73   
14.03.2012; 129.70   ; 121.06   ; 15.31   ; 32.65   ; 9.68   ; 25.51   ; 17.96   ; 13.12   ; 10.64   
15.03.2012; 130.45   ; 121.55   ; 15.43   ; 32.87   ; 9.77   ; 25.53   ; 17.96   ; 13.15   ; 10.65   
16.03.2012; 130.63   ; 121.45   ; 14.43   ; 32.90   ; 9.85   ; 25.48   ; 18.06   ; 13.16   ; 10.64   
19.03.2012; 131.14   ; 121.47   ; 15.04   ; 33.04   ; 9.88   ; 25.44   ; 18.20   ; 13.11   ; 10.61   
20.03.2012; 130.76   ; 120.84   ; 15.58   ; 32.91   ; 9.77   ; 25.11   ; 18.17   ; 13.11   ; 10.60   
21.03.2012; 130.55   ; 120.48   ; 15.13   ; 32.86   ; 9.72   ; 25.05   ; 18.12   ; 13.14   ; 10.63   
22.03.2012; 129.61   ; 119.72   ; 15.68   ; 32.61   ; 9.65   ; 24.82   ; 17.88   ; 13.13   ; 10.64   
23.03.2012; 130.03   ; 120.12   ; 14.82   ; 32.74   ; 9.70   ; 24.96   ; 18.00   ; 13.18   ; 10.66   
26.03.2012; 131.85   ; 121.49   ; 14.26   ; 33.20   ; 9.84   ; 25.17   ; 18.20   ; 13.13   ; 10.66   
27.03.2012; 131.44   ; 121.10   ; 15.57   ; 33.10   ; 9.78   ; 25.18   ; 18.20   ; 13.18   ; 10.70   
28.03.2012; 130.79   ; 120.47   ; 15.47   ; 32.93   ; 9.74   ; 24.91   ; 18.16   ; 13.17   ; 10.69   
29.03.2012; 130.57   ; 120.61   ; 15.48   ; 32.88   ; 9.67   ; 24.74   ; 18.17   ; 13.20   ; 10.72   
30.03.2012; 131.11   ; 121.22   ; 15.50   ; 32.98   ; 9.73   ; 24.96   ; 18.34   ; 13.14   ; 10.70   
02.04.2012; 132.07   ; 121.68   ; 15.64   ; 33.24   ; 9.84   ; 25.16   ; 18.46   ; 13.21   ; 10.72   
03.04.2012; 131.53   ; 121.10   ; 15.66   ; 33.12   ; 9.67   ; 25.22   ; 18.39   ; 13.12   ; 10.67   
04.04.2012; 130.22   ; 120.04   ; 16.42   ; 32.76   ; 9.44   ; 24.72   ; 18.19   ; 13.14   ; 10.70   
05.04.2012; 130.16   ; 119.93   ; 16.70   ; 32.74   ; 9.42   ; 24.81   ; 18.12   ; 13.16   ; 10.72   
09.04.2012; 128.70   ; 118.76   ; 18.81   ; 32.35   ; 9.39   ; 24.54   ; 17.93   ; 13.24   ; 10.79   
10.04.2012; 126.54   ; 116.82   ; 20.39   ; 31.76   ; 9.19   ; 24.14   ; 17.54   ; 13.31   ; 10.82   
11.04.2012; 127.56   ; 117.59   ; 20.02   ; 32.03   ; 9.30   ; 24.32   ; 17.77   ; 13.30   ; 10.80   
12.04.2012; 129.23   ; 119.31   ; 17.20   ; 32.49   ; 9.46   ; 24.70   ; 18.01   ; 13.29   ; 10.79   
13.04.2012; 127.69   ; 118.10   ; 19.55   ; 32.08   ; 9.26   ; 24.48   ; 17.91   ; 13.34   ; 10.82   
16.04.2012; 127.61   ; 118.71   ; 19.55   ; 32.06   ; 9.34   ; 24.44   ; 18.20   ; 13.33   ; 10.82   
17.04.2012; 129.50   ; 120.43   ; 18.46   ; 32.56   ; 9.49   ; 24.62   ; 18.35   ; 13.36   ; 10.82   
18.04.2012; 129.06   ; 119.71   ; 18.64   ; 32.42   ; 9.42   ; 24.48   ; 18.21   ; 13.35   ; 10.82   
19.04.2012; 128.23   ; 119.15   ; 18.36   ; 32.25   ; 9.37   ; 24.45   ; 18.21   ; 13.31   ; 10.83   
20.04.2012; 128.44   ; 119.69   ; 17.44   ; 32.30   ; 9.45   ; 24.52   ; 18.45   ; 13.34   ; 10.82   
23.04.2012; 127.36   ; 118.80   ; 18.97   ; 32.01   ; 9.28   ; 24.14   ; 18.23   ; 13.37   ; 10.84   
24.04.2012; 127.85   ; 119.45   ; 18.10   ; 32.12   ; 9.36   ; 24.24   ; 18.52   ; 13.37   ; 10.82   
25.04.2012; 129.60   ; 120.30   ; 16.82   ; 32.59   ; 9.48   ; 24.37   ; 18.73   ; 13.36   ; 10.82   
26.04.2012; 130.50   ; 121.41   ; 16.24   ; 32.81   ; 9.52   ; 24.48   ; 18.78   ; 13.42   ; 10.84   
27.04.2012; 130.72   ; 121.55   ; 16.32   ; 32.92   ; 9.56   ; 24.54   ; 18.90   ; 13.41   ; 10.85   
30.04.2012; 130.23   ; 121.36   ; 17.15   ; 32.77   ; 9.51   ; 24.53   ; 18.87   ; 13.41   ; 10.86   
01.05.2012; 131.04   ; 122.04   ; 16.60   ; 32.93   ; 9.52   ; 24.62   ; 19.06   ; 13.40   ; 10.86   
02.05.2012; 130.65   ; 121.92   ; 16.88   ; 32.88   ; 9.45   ; 24.68   ; 19.05   ; 13.42   ; 10.86   
03.05.2012; 129.65   ; 121.37   ; 17.56   ; 32.58   ; 9.40   ; 24.49   ; 18.95   ; 13.41   ; 10.86   
04.05.2012; 127.56   ; 119.79   ; 19.16   ; 32.06   ; 9.25   ; 24.12   ; 18.79   ; 13.41   ; 10.88   
07.05.2012; 127.65   ; 119.56   ; 18.94   ; 32.07   ; 9.29   ; 24.18   ; 18.92   ; 13.42   ; 10.88   
08.05.2012; 127.14   ; 118.86   ; 19.05   ; 31.94   ; 9.17   ; 23.82   ; 18.89   ; 13.44   ; 10.89   
09.05.2012; 126.39   ; 118.18   ; 20.08   ; 31.76   ; 9.06   ; 23.44   ; 18.83   ; 13.42   ; 10.90   
10.05.2012; 126.65   ; 118.27   ; 18.83   ; 31.84   ; 9.10   ; 23.55   ; 18.85   ; 13.42   ; 10.89   
11.05.2012; 126.27   ; 118.03   ; 19.89   ; 31.76   ; 9.06   ; 23.28   ; 18.89   ; 13.42   ; 10.90   
14.05.2012; 124.87   ; 116.90   ; 21.87   ; 31.39   ; 8.89   ; 22.79   ; 18.64   ; 13.49   ; 10.93   
15.05.2012; 124.15   ; 116.31   ; 21.97   ; 31.22   ; 8.77   ; 22.56   ; 18.56   ; 13.51   ; 10.92   
16.05.2012; 123.68   ; 116.19   ; 22.27   ; 31.08   ; 8.69   ; 22.18   ; 18.33   ; 13.48   ; 10.92   
17.05.2012; 121.84   ; 114.71   ; 24.49   ; 30.56   ; 8.60   ; 21.90   ; 17.81   ; 13.54   ; 10.94   
18.05.2012; 120.80   ; 113.93   ; 25.10   ; 30.30   ; 8.54   ; 21.67   ; 17.60   ; 13.55   ; 10.93   
21.05.2012; 122.88   ; 115.32   ; 22.01   ; 30.84   ; 8.68   ; 22.11   ; 17.98   ; 13.57   ; 10.92   
22.05.2012; 123.09   ; 115.34   ; 22.48   ; 30.84   ; 8.68   ; 22.00   ; 18.01   ; 13.55   ; 10.91   
23.05.2012; 123.16   ; 115.23   ; 22.33   ; 30.91   ; 8.56   ; 21.77   ; 18.06   ; 13.55   ; 10.92   
24.05.2012; 123.40   ; 115.61   ; 21.54   ; 30.97   ; 8.53   ; 21.76   ; 18.13   ; 13.53   ; 10.91   
25.05.2012; 123.00   ; 114.81   ; 21.76   ; 30.91   ; 8.52   ; 21.66   ; 18.05   ; 13.53   ; 10.92   
29.05.2012; 124.49   ; 116.05   ; 21.03   ; 31.27   ; 8.61   ; 22.22   ; 18.32   ; 13.50   ; 10.91   
30.05.2012; 122.68   ; 114.56   ; 24.14   ; 30.80   ; 8.41   ; 21.75   ; 17.87   ; 13.58   ; 10.97   
31.05.2012; 122.41   ; 114.29   ; 24.06   ; 30.72   ; 8.44   ; 21.81   ; 18.00   ; 13.65   ; 11.00   
01.06.2012; 119.33   ; 111.81   ; 26.66   ; 29.93   ; 8.25   ; 21.34   ; 17.55   ; 13.73   ; 11.04   
04.06.2012; 119.27   ; 111.60   ; 26.12   ; 29.91   ; 8.30   ; 21.34   ; 17.46   ; 13.70   ; 11.00   
05.06.2012; 120.18   ; 111.88   ; 24.68   ; 30.12   ; 8.34   ; 21.46   ; 17.80   ; 13.69   ; 10.99   
06.06.2012; 122.88   ; 114.51   ; 22.16   ; 30.83   ; 8.58   ; 22.01   ; 18.20   ; 13.61   ; 10.95   
07.06.2012; 122.95   ; 115.05   ; 21.72   ; 30.79   ; 8.60   ; 22.05   ; 18.07   ; 13.61   ; 10.96   
08.06.2012; 123.93   ; 115.89   ; 21.23   ; 31.04   ; 8.57   ; 22.03   ; 18.33   ; 13.61   ; 10.96   
11.06.2012; 122.36   ; 114.55   ; 23.56   ; 30.60   ; 8.49   ; 21.77   ; 17.91   ; 13.63   ; 10.98   
12.06.2012; 123.76   ; 116.04   ; 22.09   ; 30.97   ; 8.62   ; 22.15   ; 18.09   ; 13.59   ; 10.94   
13.06.2012; 122.97   ; 115.39   ; 24.27   ; 30.72   ; 8.57   ; 22.08   ; 17.99   ; 13.61   ; 10.97   
14.06.2012; 124.27   ; 116.76   ; 21.68   ; 31.05   ; 8.63   ; 22.18   ; 18.26   ; 13.59   ; 10.96   
15.06.2012; 125.54   ; 117.86   ; 21.11   ; 31.38   ; 8.76   ; 22.45   ; 18.38   ; 13.68   ; 10.99   
18.06.2012; 125.79   ; 117.67   ; 18.32   ; 31.45   ; 8.73   ; 22.60   ; 18.51   ; 13.68   ; 10.99   
19.06.2012; 127.00   ; 118.53   ; 18.38   ; 31.78   ; 8.89   ; 22.96   ; 18.59   ; 13.67   ; 10.97   
20.06.2012; 126.80   ; 118.44   ; 17.24   ; 31.74   ; 8.93   ; 22.95   ; 18.59   ; 13.65   ; 10.95   
21.06.2012; 123.95   ; 116.10   ; 20.08   ; 31.01   ; 8.72   ; 22.25   ; 18.28   ; 13.60   ; 10.96   
22.06.2012; 124.91   ; 116.84   ; 18.11   ; 31.24   ; 8.77   ; 22.26   ; 18.26   ; 13.54   ; 10.94   
25.06.2012; 122.90   ; 115.48   ; 20.38   ; 30.74   ; 8.60   ; 21.79   ; 18.18   ; 13.60   ; 10.97   
26.06.2012; 123.52   ; 115.77   ; 19.72   ; 30.89   ; 8.64   ; 22.01   ; 18.26   ; 13.58   ; 10.95   
27.06.2012; 124.64   ; 116.63   ; 19.45   ; 31.18   ; 8.73   ; 22.18   ; 18.33   ; 13.59   ; 10.96   
28.06.2012; 124.28   ; 116.44   ; 19.71   ; 31.13   ; 8.72   ; 21.98   ; 18.52   ; 13.61   ; 10.98   
29.06.2012; 127.38   ; 118.89   ; 17.08   ; 31.93   ; 9.04   ; 22.86   ; 19.02   ; 13.56   ; 10.98   
02.07.2012; 127.76   ; 118.81   ; 16.80   ; 32.04   ; 9.10   ; 22.90   ; 19.20   ; 13.62   ; 11.00   
03.07.2012; 128.60   ; 119.54   ; 16.66   ; 32.28   ; 9.18   ; 23.26   ; 19.31   ; 13.62   ; 10.99   
05.07.2012; 128.02   ; 119.20   ; 17.50   ; 32.15   ; 9.04   ; 23.13   ; 19.20   ; 13.65   ; 11.00   
06.07.2012; 126.81   ; 118.08   ; 17.10   ; 31.85   ; 8.93   ; 22.85   ; 19.25   ; 13.67   ; 11.02   
09.07.2012; 126.65   ; 117.77   ; 18.05   ; 31.79   ; 8.91   ; 22.70   ; 19.27   ; 13.71   ; 11.04   
10.07.2012; 125.54   ; 116.95   ; 18.72   ; 31.50   ; 8.87   ; 22.55   ; 19.05   ; 13.74   ; 11.04   
11.07.2012; 125.56   ; 116.54   ; 17.95   ; 31.48   ; 8.90   ; 22.60   ; 19.08   ; 13.72   ; 11.03   
12.07.2012; 124.95   ; 116.22   ; 18.36   ; 31.34   ; 8.79   ; 22.21   ; 19.13   ; 13.74   ; 11.04   
13.07.2012; 127.05   ; 118.12   ; 16.74   ; 31.84   ; 8.93   ; 22.60   ; 19.38   ; 13.75   ; 11.04   
16.07.2012; 126.75   ; 117.66   ; 17.11   ; 31.76   ; 8.93   ; 22.50   ; 19.41   ; 13.78   ; 11.06   
17.07.2012; 127.62   ; 118.31   ; 16.48   ; 31.97   ; 8.96   ; 22.74   ; 19.61   ; 13.74   ; 11.04   
18.07.2012; 128.57   ; 119.36   ; 16.16   ; 32.19   ; 9.01   ; 22.70   ; 19.48   ; 13.74   ; 11.05   
19.07.2012; 128.90   ; 119.70   ; 15.45   ; 32.27   ; 9.10   ; 22.87   ; 19.27   ; 13.76   ; 11.05   
20.07.2012; 127.72   ; 118.70   ; 16.27   ; 31.94   ; 8.89   ; 22.63   ; 19.15   ; 13.80   ; 11.07   
23.07.2012; 126.43   ; 117.66   ; 18.62   ; 31.63   ; 8.72   ; 22.13   ; 19.03   ; 13.80   ; 11.08   
24.07.2012; 125.35   ; 116.68   ; 20.47   ; 31.31   ; 8.61   ; 21.99   ; 18.97   ; 13.80   ; 11.09   
25.07.2012; 125.38   ; 117.29   ; 19.34   ; 31.31   ; 8.68   ; 22.06   ; 18.98   ; 13.79   ; 11.09   
26.07.2012; 127.44   ; 119.20   ; 17.53   ; 31.81   ; 8.93   ; 22.45   ; 19.13   ; 13.76   ; 11.08   
27.07.2012; 129.79   ; 121.02   ; 16.70   ; 32.44   ; 9.09   ; 23.07   ; 19.34   ; 13.73   ; 11.03   
30.07.2012; 129.79   ; 120.89   ; 18.03   ; 32.40   ; 9.12   ; 23.05   ; 19.40   ; 13.77   ; 11.05   
31.07.2012; 128.89   ; 120.23   ; 18.93   ; 32.26   ; 9.07   ; 23.01   ; 19.39   ; 13.81   ; 11.07   
01.08.2012; 128.77   ; 120.01   ; 18.96   ; 32.11   ; 9.04   ; 23.10   ; 19.32   ; 13.80   ; 11.05   
02.08.2012; 127.88   ; 119.17   ; 17.57   ; 31.88   ; 8.95   ; 22.85   ; 19.34   ; 13.81   ; 11.07   
03.08.2012; 130.42   ; 121.20   ; 15.64   ; 32.51   ; 9.23   ; 23.34   ; 19.51   ; 13.78   ; 11.03   
06.08.2012; 130.67   ; 121.36   ; 15.95   ; 32.60   ; 9.27   ; 23.51   ; 19.47   ; 13.80   ; 11.04   
07.08.2012; 131.33   ; 121.80   ; 15.99   ; 32.80   ; 9.35   ; 23.55   ; 19.25   ; 13.78   ; 11.00   
08.08.2012; 131.49   ; 121.96   ; 15.32   ; 32.82   ; 9.35   ; 23.65   ; 19.09   ; 13.73   ; 11.00   
09.08.2012; 131.60   ; 121.98   ; 15.28   ; 32.87   ; 9.37   ; 23.78   ; 19.03   ; 13.70   ; 10.99   
10.08.2012; 131.81   ; 122.31   ; 14.74   ; 32.92   ; 9.36   ; 23.88   ; 19.06   ; 13.70   ; 11.00   
13.08.2012; 131.75   ; 122.02   ; 13.70   ; 32.89   ; 9.34   ; 23.69   ; 19.04   ; 13.68   ; 11.00   
14.08.2012; 131.77   ; 122.06   ; 14.85   ; 32.88   ; 9.34   ; 23.70   ; 19.01   ; 13.63   ; 10.98   
15.08.2012; 131.92   ; 122.12   ; 14.63   ; 32.96   ; 9.34   ; 23.69   ; 19.11   ; 13.54   ; 10.94   
16.08.2012; 132.89   ; 122.90   ; 14.29   ; 33.21   ; 9.43   ; 23.81   ; 19.23   ; 13.50   ; 10.92   
17.08.2012; 133.07   ; 123.09   ; 13.45   ; 33.29   ; 9.46   ; 23.67   ; 19.27   ; 13.50   ; 10.94   
20.08.2012; 133.08   ; 123.05   ; 14.02   ; 33.27   ; 9.44   ; 23.60   ; 19.20   ; 13.51   ; 10.94   
21.08.2012; 132.68   ; 122.48   ; 15.02   ; 33.18   ; 9.50   ; 23.67   ; 19.22   ; 13.53   ; 10.94   
22.08.2012; 132.73   ; 122.21   ; 15.11   ; 33.18   ; 9.50   ; 23.65   ; 19.22   ; 13.64   ; 11.00   
23.08.2012; 131.65   ; 121.19   ; 15.96   ; 32.92   ; 9.43   ; 23.54   ; 19.15   ; 13.70   ; 11.00   
24.08.2012; 132.44   ; 122.12   ; 15.18   ; 33.11   ; 9.44   ; 23.55   ; 19.24   ; 13.68   ; 11.00   
27.08.2012; 132.47   ; 121.82   ; 16.35   ; 33.10   ; 9.42   ; 23.39   ; 19.29   ; 13.73   ; 11.01   
28.08.2012; 132.34   ; 121.64   ; 16.49   ; 33.10   ; 9.42   ; 23.28   ; 19.35   ; 13.77   ; 11.02   
29.08.2012; 132.44   ; 121.69   ; 17.06   ; 33.15   ; 9.40   ; 23.20   ; 19.36   ; 13.73   ; 11.01   
30.08.2012; 131.49   ; 120.76   ; 17.83   ; 32.89   ; 9.28   ; 22.93   ; 19.32   ; 13.71   ; 11.03   
31.08.2012; 132.11   ; 121.66   ; 17.47   ; 33.06   ; 9.35   ; 23.11   ; 19.36   ; 13.79   ; 11.08   
04.09.2012; 131.99   ; 121.05   ; 17.98   ; 33.08   ; 9.29   ; 23.02   ; 19.52   ; 13.79   ; 11.07   
05.09.2012; 131.88   ; 121.18   ; 17.74   ; 33.06   ; 9.27   ; 22.87   ; 19.48   ; 13.79   ; 11.06   
06.09.2012; 134.56   ; 123.46   ; 15.63   ; 33.73   ; 9.50   ; 23.32   ; 19.64   ; 13.72   ; 11.03   
07.09.2012; 135.08   ; 123.57   ; 14.38   ; 33.88   ; 9.62   ; 23.66   ; 19.65   ; 13.77   ; 11.03   
10.09.2012; 134.31   ; 123.14   ; 16.28   ; 33.68   ; 9.55   ; 23.56   ; 19.48   ; 13.80   ; 11.04   
11.09.2012; 134.69   ; 123.71   ; 16.41   ; 33.78   ; 9.67   ; 23.75   ; 19.55   ; 13.78   ; 11.03   
12.09.2012; 135.14   ; 123.97   ; 15.80   ; 33.88   ; 9.73   ; 23.85   ; 19.60   ; 13.72   ; 11.01   
13.09.2012; 137.20   ; 125.85   ; 14.05   ; 34.39   ; 9.87   ; 24.23   ; 19.85   ; 13.83   ; 11.03   
14.09.2012; 137.80   ; 126.29   ; 14.51   ; 34.58   ; 9.99   ; 24.75   ; 19.96   ; 13.88   ; 10.98   
17.09.2012; 137.34   ; 125.98   ; 14.59   ; 34.43   ; 9.92   ; 24.63   ; 19.89   ; 13.86   ; 10.99   
18.09.2012; 137.22   ; 126.05   ; 14.18   ; 34.38   ; 9.87   ; 24.56   ; 19.69   ; 13.85   ; 11.00   
19.09.2012; 137.30   ; 126.17   ; 13.88   ; 34.42   ; 9.92   ; 24.55   ; 19.59   ; 13.85   ; 11.01   
20.09.2012; 137.31   ; 126.37   ; 14.07   ; 34.37   ; 9.86   ; 24.38   ; 19.29   ; 13.82   ; 11.01   
21.09.2012; 137.25   ; 126.18   ; 13.98   ; 34.38   ; 9.87   ; 24.46   ; 19.29   ; 13.83   ; 11.02   
24.09.2012; 137.04   ; 126.04   ; 14.15   ; 34.29   ; 9.84   ; 24.45   ; 19.25   ; 13.82   ; 11.03   
25.09.2012; 135.59   ; 125.13   ; 15.43   ; 33.91   ; 9.77   ; 24.19   ; 18.95   ; 13.85   ; 11.04   
26.09.2012; 134.82   ; 124.72   ; 16.81   ; 33.72   ; 9.67   ; 24.04   ; 18.95   ; 13.89   ; 11.07   
27.09.2012; 136.09   ; 125.37   ; 14.84   ; 34.05   ; 9.79   ; 24.39   ; 19.03   ; 13.87   ; 11.06   
28.09.2012; 135.46   ; 124.86   ; 15.73   ; 33.91   ; 9.62   ; 24.34   ; 19.01   ; 13.85   ; 11.07   
01.10.2012; 135.82   ; 125.54   ; 16.32   ; 33.98   ; 9.69   ; 24.45   ; 18.87   ; 13.87   ; 11.08   
02.10.2012; 135.96   ; 125.26   ; 15.71   ; 34.02   ; 9.71   ; 24.50   ; 19.00   ; 13.93   ; 11.08   
03.10.2012; 136.52   ; 125.45   ; 15.43   ; 34.14   ; 9.68   ; 24.48   ; 19.06   ; 13.96   ; 11.08   
04.10.2012; 137.50   ; 126.23   ; 14.55   ; 34.38   ; 9.78   ; 24.56   ; 19.02   ; 13.98   ; 11.07   
05.10.2012; 137.51   ; 126.64   ; 14.33   ; 34.37   ; 9.80   ; 24.53   ; 19.06   ; 13.94   ; 11.04   
08.10.2012; 137.03   ; 126.35   ; 15.11   ; 34.25   ; 9.74   ; 24.33   ; 19.02   ; 13.97   ; 11.06   
09.10.2012; 135.68   ; 125.36   ; 16.37   ; 33.91   ; 9.61   ; 24.18   ; 18.95   ; 13.96   ; 11.05   
10.10.2012; 134.81   ; 124.14   ; 16.29   ; 33.71   ; 9.58   ; 24.06   ; 19.03   ; 13.94   ; 11.05   
11.10.2012; 134.89   ; 124.00   ; 15.59   ; 33.75   ; 9.64   ; 24.26   ; 19.02   ; 13.91   ; 11.06   
12.10.2012; 134.45   ; 124.00   ; 16.14   ; 33.62   ; 9.64   ; 24.18   ; 18.94   ; 13.91   ; 11.06   
15.10.2012; 135.57   ; 124.83   ; 15.27   ; 33.89   ; 9.72   ; 24.36   ; 19.08   ; 13.92   ; 11.06   
16.10.2012; 136.94   ; 126.03   ; 15.22   ; 34.24   ; 9.87   ; 24.55   ; 19.18   ; 13.84   ; 11.03   
17.10.2012; 137.56   ; 126.15   ; 15.07   ; 34.39   ; 9.96   ; 24.71   ; 19.12   ; 13.80   ; 10.98   
18.10.2012; 137.20   ; 126.08   ; 15.03   ; 34.32   ; 9.93   ; 24.67   ; 19.32   ; 13.81   ; 10.97   
19.10.2012; 134.92   ; 124.16   ; 16.97   ; 33.75   ; 9.82   ; 24.32   ; 19.18   ; 13.85   ; 11.00   
22.10.2012; 134.94   ; 124.15   ; 16.62   ; 33.75   ; 9.86   ; 24.58   ; 19.07   ; 13.83   ; 10.97   
23.10.2012; 133.06   ; 121.95   ; 18.83   ; 33.30   ; 9.66   ; 24.14   ; 18.89   ; 13.87   ; 11.00   
24.10.2012; 132.69   ; 121.72   ; 18.33   ; 33.21   ; 9.68   ; 24.17   ; 18.88   ; 13.83   ; 10.99   
25.10.2012; 133.07   ; 121.98   ; 18.12   ; 33.30   ; 9.73   ; 24.34   ; 18.80   ; 13.80   ; 10.96   
26.10.2012; 133.00   ; 121.99   ; 17.81   ; 33.27   ; 9.72   ; 24.21   ; 18.65   ; 13.86   ; 11.00   
31.10.2012; 133.00   ; 121.82   ; 18.60   ; 33.31   ; 9.73   ; 24.24   ; 18.85   ; 13.95   ; 11.04   
01.11.2012; 134.39   ; 123.10   ; 16.69   ; 33.70   ; 9.81   ; 24.56   ; 18.92   ; 13.94   ; 11.03   
02.11.2012; 133.20   ; 121.88   ; 17.59   ; 33.36   ; 9.72   ; 24.37   ; 19.05   ; 13.91   ; 11.03   
05.11.2012; 133.47   ; 122.07   ; 18.42   ; 33.45   ; 9.72   ; 24.45   ; 18.93   ; 13.92   ; 11.05   
06.11.2012; 134.51   ; 123.17   ; 17.58   ; 33.73   ; 9.78   ; 24.65   ; 19.01   ; 13.89   ; 11.01   
07.11.2012; 131.46   ; 120.56   ; 19.08   ; 32.96   ; 9.62   ; 24.32   ; 18.92   ; 13.97   ; 11.07   
08.11.2012; 129.88   ; 119.38   ; 18.49   ; 32.56   ; 9.55   ; 24.10   ; 18.69   ; 14.05   ; 11.09   
09.11.2012; 130.00   ; 119.32   ; 18.61   ; 32.61   ; 9.54   ; 24.15   ; 18.64   ; 14.01   ; 11.09   
12.11.2012; 130.10   ; 119.43   ; 16.68   ; 32.60   ; 9.54   ; 24.13   ; 18.60   ; 14.02   ; 11.09   
13.11.2012; 129.65   ; 118.95   ; 16.65   ; 32.48   ; 9.52   ; 23.92   ; 18.59   ; 14.03   ; 11.10   
14.11.2012; 127.90   ; 117.30   ; 17.92   ; 32.01   ; 9.42   ; 23.69   ; 18.23   ; 14.01   ; 11.10   
15.11.2012; 127.68   ; 117.07   ; 17.99   ; 31.94   ; 9.44   ; 23.70   ; 18.14   ; 13.98   ; 11.10   
16.11.2012; 128.31   ; 117.45   ; 16.41   ; 32.13   ; 9.44   ; 23.74   ; 18.27   ; 13.99   ; 11.11   
19.11.2012; 130.91   ; 119.35   ; 15.24   ; 32.76   ; 9.64   ; 24.03   ; 18.51   ; 13.97   ; 11.09   
20.11.2012; 130.97   ; 119.43   ; 15.08   ; 32.80   ; 9.64   ; 23.98   ; 18.61   ; 13.92   ; 11.07   
21.11.2012; 131.21   ; 119.84   ; 15.31   ; 32.89   ; 9.66   ; 24.01   ; 18.58   ; 13.91   ; 11.06   
23.11.2012; 133.00   ; 121.47   ; 15.14   ; 33.31   ; 9.87   ; 24.39   ; 18.74   ; 13.90   ; 11.05   
26.11.2012; 132.72   ; 121.12   ; 15.50   ; 33.26   ; 9.84   ; 24.31   ; 18.78   ; 13.93   ; 11.06   
27.11.2012; 132.04   ; 120.34   ; 15.92   ; 33.10   ; 9.78   ; 24.19   ; 18.67   ; 13.96   ; 11.08   
28.11.2012; 133.10   ; 121.23   ; 15.51   ; 33.37   ; 9.86   ; 24.31   ; 18.64   ; 13.96   ; 11.09   
29.11.2012; 133.72   ; 121.70   ; 15.06   ; 33.55   ; 9.95   ; 24.51   ; 18.73   ; 13.98   ; 11.09   
30.11.2012; 133.75   ; 121.66   ; 15.87   ; 33.56   ; 9.96   ; 24.56   ; 18.78   ; 14.01   ; 11.11   
03.12.2012; 133.09   ; 121.15   ; 16.64   ; 33.41   ; 9.96   ; 24.50   ; 18.86   ; 14.04   ; 11.10   
04.12.2012; 132.90   ; 121.00   ; 17.12   ; 33.36   ; 10.01   ; 24.57   ; 18.89   ; 14.07   ; 11.11   
05.12.2012; 133.14   ; 121.79   ; 16.46   ; 33.42   ; 10.03   ; 24.87   ; 18.82   ; 14.09   ; 11.12   
06.12.2012; 133.59   ; 122.26   ; 16.58   ; 33.53   ; 10.04   ; 24.98   ; 19.00   ; 14.11   ; 11.12   
07.12.2012; 134.00   ; 123.03   ; 15.87   ; 33.62   ; 10.04   ; 25.04   ; 19.07   ; 14.10   ; 11.11   
10.12.2012; 134.05   ; 123.20   ; 16.05   ; 33.66   ; 10.04   ; 25.14   ; 19.07   ; 14.12   ; 11.11   
11.12.2012; 134.96   ; 123.91   ; 15.57   ; 33.88   ; 10.10   ; 25.30   ; 19.10   ; 14.09   ; 11.10   
12.12.2012; 135.03   ; 123.92   ; 15.95   ; 33.88   ; 10.14   ; 25.41   ; 19.05   ; 14.04   ; 11.08   
13.12.2012; 134.20   ; 123.27   ; 16.56   ; 33.67   ; 10.10   ; 25.34   ; 18.91   ; 14.00   ; 11.06   
14.12.2012; 133.70   ; 122.93   ; 16.99   ; 33.55   ; 10.15   ; 25.39   ; 18.90   ; 14.02   ; 11.07   
17.12.2012; 135.28   ; 123.85   ; 16.34   ; 33.95   ; 10.20   ; 25.49   ; 19.02   ; 13.96   ; 11.04   
18.12.2012; 136.78   ; 124.89   ; 15.57   ; 34.35   ; 10.29   ; 25.65   ; 19.19   ; 13.92   ; 11.01   
19.12.2012; 135.76   ; 124.02   ; 17.36   ; 34.14   ; 10.32   ; 25.65   ; 19.17   ; 13.93   ; 11.02   
20.12.2012; 136.55   ; 124.55   ; 17.67   ; 34.33   ; 10.40   ; 25.81   ; 19.44   ; 13.94   ; 11.02   
21.12.2012; 135.31   ; 123.63   ; 17.84   ; 34.02   ; 10.32   ; 25.51   ; 19.38   ; 13.97   ; 11.03   
24.12.2012; 134.89   ; 122.86   ; 17.84   ; 33.94   ; 10.30   ; 25.47   ; 19.43   ; 13.96   ; 11.03   
26.12.2012; 134.32   ; 122.71   ; 19.48   ; 33.76   ; 10.31   ; 25.57   ; 19.32   ; 13.99   ; 11.04   
27.12.2012; 134.14   ; 122.51   ; 19.47   ; 33.73   ; 10.35   ; 25.70   ; 19.40   ; 13.98   ; 11.05   
