Date; SPY ; DIA ; VIX ; VTSMX ; VTMGX ; VEIEX ; VGSIX ; VIPSX ; VFITX 
29.06.2000; 108.34   ; 73.50   ; 19.70   ; 25.04   ; 7.72   ; 8.00   ; 5.17   ; 6.21   ; 4.96   
30.06.2000; 109.16   ; 73.59   ; 19.54   ; 25.22   ; 7.79   ; 8.07   ; 5.03   ; 6.22   ; 4.99   
03.07.2000; 110.66   ; 74.71   ; 19.83   ; 25.47   ; 7.85   ; 8.26   ; 5.15   ; 6.23   ; 5.00   
05.07.2000; 108.66   ; 74.03   ; 21.16   ; 25.07   ; 7.82   ; 8.27   ; 5.21   ; 6.24   ; 5.01   
06.07.2000; 109.51   ; 74.10   ; 20.94   ; 25.30   ; 7.80   ; 8.23   ; 5.25   ; 6.24   ; 5.00   
07.07.2000; 111.27   ; 74.97   ; 19.22   ; 25.67   ; 7.86   ; 8.26   ; 5.27   ; 6.25   ; 5.01   
10.07.2000; 111.08   ; 75.09   ; 20.33   ; 25.64   ; 7.91   ; 8.30   ; 5.27   ; 6.24   ; 5.00   
11.07.2000; 111.32   ; 75.62   ; 20.11   ; 25.68   ; 7.88   ; 8.18   ; 5.25   ; 6.24   ; 4.99   
12.07.2000; 112.04   ; 76.01   ; 20.03   ; 25.99   ; 7.86   ; 8.24   ; 5.26   ; 6.24   ; 4.99   
13.07.2000; 112.54   ; 76.15   ; 20.03   ; 26.11   ; 7.80   ; 8.22   ; 5.25   ; 6.25   ; 5.01   
14.07.2000; 113.64   ; 76.32   ; 19.32   ; 26.35   ; 7.83   ; 8.24   ; 5.25   ; 6.24   ; 4.98   
17.07.2000; 113.45   ; 76.15   ; 19.45   ; 26.38   ; 7.84   ; 8.26   ; 5.25   ; 6.24   ; 4.97   
18.07.2000; 112.53   ; 75.88   ; 19.75   ; 26.04   ; 7.73   ; 8.20   ; 5.24   ; 6.25   ; 4.97   
19.07.2000; 111.62   ; 75.57   ; 19.65   ; 25.76   ; 7.69   ; 8.02   ; 5.23   ; 6.24   ; 4.96   
20.07.2000; 113.17   ; 76.92   ; 18.94   ; 26.10   ; 7.73   ; 8.02   ; 5.29   ; 6.25   ; 5.01   
21.07.2000; 110.96   ; 75.55   ; 18.94   ; 25.76   ; 7.66   ; 8.07   ; 5.30   ; 6.25   ; 5.01   
24.07.2000; 110.33   ; 75.42   ; 19.92   ; 25.41   ; 7.65   ; 7.93   ; 5.31   ; 6.25   ; 5.00   
25.07.2000; 110.68   ; 75.39   ; 19.39   ; 25.54   ; 7.66   ; 7.91   ; 5.33   ; 6.26   ; 5.00   
26.07.2000; 109.60   ; 74.49   ; 19.67   ; 25.23   ; 7.67   ; 7.91   ; 5.40   ; 6.26   ; 5.00   
27.07.2000; 109.23   ; 74.86   ; 19.60   ; 25.03   ; 7.53   ; 7.82   ; 5.45   ; 6.26   ; 5.01   
28.07.2000; 106.76   ; 74.14   ; 20.84   ; 24.47   ; 7.41   ; 7.62   ; 5.45   ; 6.26   ; 5.00   
31.07.2000; 107.44   ; 74.14   ; 20.74   ; 24.73   ; 7.46   ; 7.66   ; 5.47   ; 6.27   ; 5.02   
01.08.2000; 108.10   ; 74.84   ; 20.55   ; 24.79   ; 7.46   ; 7.69   ; 5.56   ; 6.27   ; 5.04   
02.08.2000; 108.64   ; 75.55   ; 20.00   ; 24.81   ; 7.46   ; 7.71   ; 5.55   ; 6.28   ; 5.04   
03.08.2000; 109.39   ; 75.50   ; 19.99   ; 25.06   ; 7.33   ; 7.67   ; 5.50   ; 6.28   ; 5.05   
04.08.2000; 109.98   ; 75.90   ; 18.62   ; 25.27   ; 7.38   ; 7.70   ; 5.44   ; 6.29   ; 5.07   
07.08.2000; 111.29   ; 76.70   ; 19.03   ; 25.57   ; 7.46   ; 7.63   ; 5.40   ; 6.29   ; 5.05   
08.08.2000; 111.72   ; 77.42   ; 18.79   ; 25.60   ; 7.41   ; 7.60   ; 5.41   ; 6.28   ; 5.06   
09.08.2000; 110.78   ; 77.05   ; 19.18   ; 25.44   ; 7.47   ; 7.65   ; 5.43   ; 6.28   ; 5.07   
10.08.2000; 110.24   ; 77.11   ; 19.19   ; 25.21   ; 7.50   ; 7.73   ; 5.43   ; 6.29   ; 5.08   
11.08.2000; 110.75   ; 77.91   ; 18.55   ; 25.44   ; 7.50   ; 7.79   ; 5.44   ; 6.29   ; 5.06   
14.08.2000; 112.16   ; 78.88   ; 17.88   ; 25.76   ; 7.52   ; 7.87   ; 5.45   ; 6.29   ; 5.06   
15.08.2000; 112.07   ; 78.33   ; 17.98   ; 25.64   ; 7.58   ; 7.85   ; 5.42   ; 6.28   ; 5.06   
16.08.2000; 111.67   ; 78.42   ; 18.02   ; 25.60   ; 7.61   ; 7.87   ; 5.44   ; 6.27   ; 5.05   
17.08.2000; 112.84   ; 78.26   ; 17.48   ; 25.89   ; 7.58   ; 7.90   ; 5.45   ; 6.28   ; 5.05   
18.08.2000; 112.47   ; 78.06   ; 17.05   ; 25.83   ; 7.56   ; 7.78   ; 5.42   ; 6.28   ; 5.06   
21.08.2000; 113.08   ; 78.55   ; 17.35   ; 25.94   ; 7.52   ; 7.73   ; 5.40   ; 6.29   ; 5.06   
22.08.2000; 112.89   ; 78.85   ; 17.47   ; 25.94   ; 7.53   ; 7.78   ; 5.40   ; 6.29   ; 5.07   
23.08.2000; 113.34   ; 78.81   ; 17.38   ; 26.09   ; 7.54   ; 7.75   ; 5.34   ; 6.30   ; 5.08   
24.08.2000; 113.69   ; 79.19   ; 17.04   ; 26.18   ; 7.56   ; 7.75   ; 5.30   ; 6.30   ; 5.08   
25.08.2000; 113.64   ; 79.33   ; 16.53   ; 26.18   ; 7.62   ; 7.78   ; 5.30   ; 6.31   ; 5.08   
28.08.2000; 114.03   ; 79.65   ; 16.54   ; 26.30   ; 7.63   ; 7.77   ; 5.28   ; 6.31   ; 5.07   
29.08.2000; 114.05   ; 79.54   ; 16.89   ; 26.28   ; 7.60   ; 7.79   ; 5.23   ; 6.31   ; 5.06   
30.08.2000; 112.96   ; 78.57   ; 17.69   ; 26.24   ; 7.54   ; 7.80   ; 5.27   ; 6.30   ; 5.06   
31.08.2000; 114.46   ; 79.50   ; 16.84   ; 26.53   ; 7.53   ; 7.78   ; 5.25   ; 6.31   ; 5.11   
01.09.2000; 114.58   ; 79.54   ; 17.53   ; 26.62   ; 7.70   ; 7.85   ; 5.25   ; 6.32   ; 5.13   
05.09.2000; 113.66   ; 79.77   ; 19.82   ; 26.38   ; 7.60   ; 7.84   ; 5.26   ; 6.32   ; 5.13   
06.09.2000; 112.37   ; 80.01   ; 20.79   ; 26.10   ; 7.51   ; 7.81   ; 5.28   ; 6.32   ; 5.12   
07.09.2000; 113.34   ; 79.72   ; 19.42   ; 26.31   ; 7.48   ; 7.76   ; 5.32   ; 6.32   ; 5.11   
08.09.2000; 112.56   ; 79.23   ; 18.46   ; 26.11   ; 7.39   ; 7.74   ; 5.40   ; 6.33   ; 5.11   
11.09.2000; 112.40   ; 79.25   ; 18.40   ; 26.01   ; 7.32   ; 7.65   ; 5.44   ; 6.33   ; 5.11   
12.09.2000; 111.58   ; 79.81   ; 18.59   ; 25.91   ; 7.26   ; 7.55   ; 5.46   ; 6.33   ; 5.11   
13.09.2000; 111.87   ; 79.21   ; 18.32   ; 25.98   ; 7.24   ; 7.58   ; 5.45   ; 6.34   ; 5.12   
14.09.2000; 112.43   ; 78.57   ; 18.26   ; 25.98   ; 7.26   ; 7.59   ; 5.44   ; 6.33   ; 5.11   
15.09.2000; 109.97   ; 77.14   ; 18.52   ; 25.67   ; 7.22   ; 7.48   ; 5.41   ; 6.32   ; 5.10   
18.09.2000; 108.96   ; 76.61   ; 20.25   ; 25.22   ; 7.13   ; 7.21   ; 5.31   ; 6.32   ; 5.10   
19.09.2000; 109.95   ; 76.41   ; 19.54   ; 25.54   ; 7.14   ; 7.19   ; 5.37   ; 6.32   ; 5.10   
20.09.2000; 109.14   ; 75.68   ; 19.93   ; 25.44   ; 7.09   ; 7.28   ; 5.35   ; 6.32   ; 5.09   
21.09.2000; 107.48   ; 75.20   ; 20.18   ; 25.34   ; 7.03   ; 7.19   ; 5.33   ; 6.32   ; 5.10   
22.09.2000; 109.43   ; 76.97   ; 20.74   ; 25.41   ; 7.12   ; 7.08   ; 5.36   ; 6.27   ; 5.11   
25.09.2000; 108.65   ; 76.50   ; 21.41   ; 25.27   ; 7.16   ; 7.23   ; 5.32   ; 6.27   ; 5.11   
26.09.2000; 107.27   ; 75.13   ; 21.88   ; 25.04   ; 7.14   ; 7.21   ; 5.35   ; 6.27   ; 5.12   
27.09.2000; 107.83   ; 75.39   ; 21.67   ; 25.01   ; 7.13   ; 7.21   ; 5.39   ; 6.28   ; 5.12   
28.09.2000; 109.22   ; 76.68   ; 19.47   ; 25.61   ; 7.13   ; 7.28   ; 5.43   ; 6.28   ; 5.12   
29.09.2000; 108.18   ; 75.46   ; 20.57   ; 25.29   ; 7.16   ; 7.30   ; 5.40   ; 6.28   ; 5.15   
02.10.2000; 108.35   ; 75.79   ; 21.23   ; 25.12   ; 7.21   ; 7.23   ; 5.31   ; 6.28   ; 5.15   
03.10.2000; 107.34   ; 75.75   ; 21.85   ; 24.83   ; 7.22   ; 7.18   ; 5.28   ; 6.28   ; 5.14   
04.10.2000; 108.23   ; 76.36   ; 21.54   ; 25.00   ; 7.18   ; 7.18   ; 5.23   ; 6.28   ; 5.13   
05.10.2000; 108.61   ; 76.06   ; 21.03   ; 24.94   ; 7.19   ; 7.22   ; 5.26   ; 6.28   ; 5.14   
06.10.2000; 106.25   ; 75.15   ; 22.71   ; 24.42   ; 7.14   ; 7.18   ; 5.26   ; 6.29   ; 5.15   
09.10.2000; 105.45   ; 74.88   ; 24.02   ; 24.34   ; 7.03   ; 7.07   ; 5.25   ; 6.29   ; 5.15   
10.10.2000; 103.71   ; 74.25   ; 24.86   ; 24.01   ; 7.03   ; 7.03   ; 5.24   ; 6.29   ; 5.15   
11.10.2000; 102.84   ; 73.89   ; 26.57   ; 23.60   ; 6.93   ; 6.86   ; 5.21   ; 6.29   ; 5.16   
12.10.2000; 100.27   ; 71.04   ; 30.51   ; 22.96   ; 6.88   ; 6.69   ; 5.14   ; 6.30   ; 5.17   
13.10.2000; 103.62   ; 72.10   ; 27.60   ; 23.81   ; 6.89   ; 6.64   ; 5.15   ; 6.32   ; 5.17   
16.10.2000; 104.09   ; 72.69   ; 26.79   ; 23.87   ; 6.86   ; 6.74   ; 5.18   ; 6.31   ; 5.17   
17.10.2000; 101.50   ; 71.19   ; 27.84   ; 23.41   ; 6.80   ; 6.59   ; 5.15   ; 6.33   ; 5.19   
18.10.2000; 101.12   ; 70.62   ; 28.72   ; 23.24   ; 6.71   ; 6.51   ; 5.12   ; 6.34   ; 5.19   
19.10.2000; 104.94   ; 72.08   ; 25.09   ; 24.07   ; 6.81   ; 6.68   ; 5.15   ; 6.34   ; 5.19   
20.10.2000; 105.38   ; 72.55   ; 24.24   ; 24.29   ; 6.83   ; 6.76   ; 5.17   ; 6.34   ; 5.20   
23.10.2000; 105.85   ; 73.09   ; 24.69   ; 24.29   ; 6.85   ; 6.64   ; 5.13   ; 6.36   ; 5.22   
24.10.2000; 105.15   ; 73.30   ; 24.28   ; 24.26   ; 6.95   ; 6.64   ; 5.09   ; 6.36   ; 5.21   
25.10.2000; 102.68   ; 72.91   ; 26.65   ; 23.68   ; 6.86   ; 6.56   ; 5.04   ; 6.35   ; 5.19   
26.10.2000; 102.96   ; 73.48   ; 28.62   ; 23.69   ; 6.82   ; 6.55   ; 5.07   ; 6.36   ; 5.19   
27.10.2000; 104.91   ; 75.25   ; 26.47   ; 23.93   ; 6.93   ; 6.63   ; 5.13   ; 6.37   ; 5.18   
30.10.2000; 105.85   ; 76.67   ; 25.46   ; 24.13   ; 6.94   ; 6.62   ; 5.12   ; 6.37   ; 5.18   
31.10.2000; 107.68   ; 77.53   ; 23.63   ; 24.77   ; 6.99   ; 6.74   ; 5.15   ; 6.36   ; 5.20   
01.11.2000; 107.31   ; 77.36   ; 24.28   ; 24.66   ; 7.10   ; 6.89   ; 5.13   ; 6.37   ; 5.21   
02.11.2000; 107.49   ; 76.99   ; 23.92   ; 24.91   ; 7.12   ; 6.96   ; 5.14   ; 6.37   ; 5.21   
03.11.2000; 107.55   ; 76.69   ; 23.67   ; 24.90   ; 7.16   ; 6.92   ; 5.13   ; 6.36   ; 5.19   
06.11.2000; 108.30   ; 77.98   ; 24.52   ; 24.94   ; 7.17   ; 6.94   ; 5.14   ; 6.36   ; 5.17   
07.11.2000; 108.28   ; 77.78   ; 24.91   ; 24.94   ; 7.16   ; 6.94   ; 5.14   ; 6.35   ; 5.17   
08.11.2000; 105.88   ; 77.08   ; 25.66   ; 24.47   ; 7.12   ; 6.89   ; 5.16   ; 6.35   ; 5.18   
09.11.2000; 105.48   ; 76.69   ; 27.20   ; 24.25   ; 7.06   ; 6.82   ; 5.15   ; 6.36   ; 5.19   
10.11.2000; 102.91   ; 75.21   ; 28.53   ; 23.62   ; 7.00   ; 6.79   ; 5.11   ; 6.37   ; 5.19   
13.11.2000; 102.11   ; 74.72   ; 29.06   ; 23.32   ; 6.89   ; 6.61   ; 5.12   ; 6.37   ; 5.20   
14.11.2000; 104.79   ; 76.05   ; 26.81   ; 23.92   ; 7.01   ; 6.72   ; 5.15   ; 6.38   ; 5.20   
15.11.2000; 105.12   ; 76.05   ; 26.15   ; 24.07   ; 7.01   ; 6.75   ; 5.16   ; 6.39   ; 5.21   
16.11.2000; 103.48   ; 75.56   ; 25.05   ; 23.69   ; 6.93   ; 6.69   ; 5.16   ; 6.39   ; 5.22   
17.11.2000; 102.92   ; 75.38   ; 24.81   ; 23.58   ; 6.90   ; 6.66   ; 5.17   ; 6.40   ; 5.22   
20.11.2000; 101.45   ; 74.28   ; 27.43   ; 23.02   ; 6.79   ; 6.55   ; 5.17   ; 6.40   ; 5.22   
21.11.2000; 101.97   ; 74.77   ; 26.62   ; 23.02   ; 6.77   ; 6.52   ; 5.18   ; 6.40   ; 5.22   
22.11.2000; 99.53   ; 73.71   ; 27.71   ; 22.55   ; 6.65   ; 6.37   ; 5.16   ; 6.41   ; 5.24   
24.11.2000; 101.57   ; 74.55   ; 26.00   ; 23.01   ; 6.71   ; 6.37   ; 5.18   ; 6.42   ; 5.23   
27.11.2000; 102.46   ; 75.13   ; 26.93   ; 23.09   ; 6.82   ; 6.46   ; 5.19   ; 6.42   ; 5.23   
28.11.2000; 100.70   ; 74.70   ; 27.64   ; 22.72   ; 6.79   ; 6.30   ; 5.18   ; 6.43   ; 5.25   
29.11.2000; 100.51   ; 75.19   ; 27.49   ; 22.77   ; 6.76   ; 6.23   ; 5.21   ; 6.43   ; 5.26   
30.11.2000; 99.64   ; 74.08   ; 29.65   ; 22.32   ; 6.74   ; 6.07   ; 5.24   ; 6.45   ; 5.31   
01.12.2000; 99.59   ; 73.66   ; 27.48   ; 22.44   ; 6.82   ; 6.10   ; 5.26   ; 6.45   ; 5.29   
04.12.2000; 100.44   ; 75.19   ; 27.78   ; 22.52   ; 6.85   ; 6.09   ; 5.28   ; 6.45   ; 5.30   
05.12.2000; 103.73   ; 77.30   ; 24.99   ; 23.52   ; 6.97   ; 6.34   ; 5.38   ; 6.45   ; 5.32   
06.12.2000; 102.08   ; 75.72   ; 25.07   ; 23.11   ; 6.93   ; 6.47   ; 5.36   ; 6.46   ; 5.35   
07.12.2000; 100.67   ; 75.20   ; 25.34   ; 22.98   ; 6.91   ; 6.45   ; 5.35   ; 6.47   ; 5.35   
08.12.2000; 100.91   ; 74.17   ; 22.41   ; 23.60   ; 6.91   ; 6.59   ; 5.40   ; 6.47   ; 5.34   
11.12.2000; 104.42   ; 76.35   ; 23.51   ; 23.89   ; 7.00   ; 6.65   ; 5.44   ; 6.47   ; 5.34   
12.12.2000; 103.97   ; 76.72   ; 24.88   ; 23.65   ; 6.99   ; 6.56   ; 5.45   ; 6.47   ; 5.34   
13.12.2000; 102.55   ; 76.68   ; 23.63   ; 23.39   ; 6.95   ; 6.56   ; 5.46   ; 6.47   ; 5.36   
14.12.2000; 101.24   ; 75.69   ; 24.86   ; 22.99   ; 6.92   ; 6.54   ; 5.46   ; 6.50   ; 5.38   
15.12.2000; 98.95   ; 73.71   ; 26.55   ; 22.55   ; 6.84   ; 6.48   ; 5.49   ; 6.50   ; 5.39   
18.12.2000; 100.28   ; 75.75   ; 27.70   ; 22.71   ; 6.85   ; 6.54   ; 5.56   ; 6.50   ; 5.40   
19.12.2000; 98.23   ; 75.02   ; 27.17   ; 22.36   ; 6.85   ; 6.49   ; 5.57   ; 6.50   ; 5.39   
20.12.2000; 95.39   ; 73.13   ; 31.74   ; 21.58   ; 6.76   ; 6.34   ; 5.54   ; 6.52   ; 5.42   
21.12.2000; 96.05   ; 74.54   ; 29.66   ; 21.70   ; 6.71   ; 6.31   ; 5.54   ; 6.52   ; 5.43   
22.12.2000; 98.93   ; 75.99   ; 27.55   ; 22.35   ; 6.76   ; 6.39   ; 5.52   ; 6.41   ; 5.44   
26.12.2000; 99.99   ; 76.36   ; 28.73   ; 22.49   ; 6.82   ; 6.40   ; 5.53   ; 6.42   ; 5.43   
27.12.2000; 100.72   ; 77.03   ; 28.14   ; 22.79   ; 6.90   ; 6.44   ; 5.63   ; 6.41   ; 5.41   
28.12.2000; 101.03   ; 77.25   ; 26.57   ; 23.00   ; 6.91   ; 6.47   ; 5.70   ; 6.40   ; 5.40   
29.12.2000; 99.12   ; 75.85   ; 26.85   ; 22.71   ; 6.97   ; 6.44   ; 5.60   ; 6.40   ; 5.44   
02.01.2001; 97.32   ; 75.59   ; 29.99   ; 21.94   ; 6.94   ; 6.43   ; 5.57   ; 6.47   ; 5.50   
03.01.2001; 102.00   ; 77.81   ; 26.60   ; 23.10   ; 7.30   ; 6.52   ; 5.65   ; 6.45   ; 5.44   
04.01.2001; 100.90   ; 77.60   ; 26.97   ; 22.81   ; 6.96   ; 6.77   ; 5.64   ; 6.47   ; 5.48   
05.01.2001; 97.61   ; 75.50   ; 28.67   ; 22.15   ; 6.99   ; 6.73   ; 5.54   ; 6.52   ; 5.52   
08.01.2001; 98.36   ; 75.52   ; 29.84   ; 22.09   ; 6.95   ; 6.73   ; 5.54   ; 6.52   ; 5.53   
09.01.2001; 98.10   ; 74.90   ; 27.99   ; 22.20   ; 6.83   ; 6.78   ; 5.56   ; 6.52   ; 5.50   
10.01.2001; 99.83   ; 75.72   ; 26.80   ; 22.53   ; 6.78   ; 6.68   ; 5.56   ; 6.49   ; 5.48   
11.01.2001; 99.92   ; 75.25   ; 25.79   ; 22.83   ; 6.83   ; 6.75   ; 5.55   ; 6.49   ; 5.47   
12.01.2001; 99.73   ; 74.83   ; 24.56   ; 22.74   ; 6.86   ; 6.82   ; 5.54   ; 6.48   ; 5.43   
16.01.2001; 100.37   ; 75.61   ; 25.28   ; 22.90   ; 6.81   ; 6.79   ; 5.55   ; 6.50   ; 5.44   
17.01.2001; 100.83   ; 75.28   ; 24.93   ; 22.98   ; 6.87   ; 6.87   ; 5.55   ; 6.50   ; 5.46   
18.01.2001; 101.83   ; 75.81   ; 23.37   ; 23.24   ; 6.95   ; 6.95   ; 5.56   ; 6.51   ; 5.49   
19.01.2001; 101.25   ; 75.07   ; 23.24   ; 23.12   ; 6.92   ; 7.06   ; 5.55   ; 6.52   ; 5.46   
22.01.2001; 101.93   ; 75.47   ; 23.25   ; 23.13   ; 6.93   ; 7.03   ; 5.57   ; 6.52   ; 5.45   
23.01.2001; 102.73   ; 75.74   ; 21.57   ; 23.50   ; 6.93   ; 7.08   ; 5.60   ; 6.52   ; 5.43   
24.01.2001; 103.04   ; 75.63   ; 22.03   ; 23.57   ; 6.87   ; 7.04   ; 5.60   ; 6.51   ; 5.43   
25.01.2001; 102.78   ; 76.32   ; 22.64   ; 23.41   ; 6.89   ; 7.06   ; 5.61   ; 6.51   ; 5.44   
26.01.2001; 102.66   ; 75.83   ; 22.57   ; 23.39   ; 6.88   ; 7.06   ; 5.60   ; 6.50   ; 5.44   
29.01.2001; 103.21   ; 76.16   ; 22.61   ; 23.60   ; 6.88   ; 7.04   ; 5.61   ; 6.50   ; 5.43   
30.01.2001; 104.11   ; 77.32   ; 22.57   ; 23.74   ; 6.91   ; 7.08   ; 5.64   ; 6.50   ; 5.45   
31.01.2001; 103.52   ; 77.28   ; 22.02   ; 23.58   ; 6.96   ; 7.20   ; 5.63   ; 6.53   ; 5.51   
01.02.2001; 104.21   ; 78.24   ; 21.66   ; 23.68   ; 6.98   ; 7.19   ; 5.62   ; 6.56   ; 5.53   
02.02.2001; 101.85   ; 77.25   ; 21.95   ; 23.24   ; 6.89   ; 7.11   ; 5.60   ; 6.55   ; 5.50   
05.02.2001; 102.60   ; 78.08   ; 22.19   ; 23.29   ; 6.89   ; 7.00   ; 5.60   ; 6.58   ; 5.50   
06.02.2001; 102.29   ; 77.93   ; 21.98   ; 23.31   ; 6.87   ; 7.04   ; 5.59   ; 6.56   ; 5.49   
07.02.2001; 101.76   ; 77.96   ; 21.67   ; 23.13   ; 6.81   ; 6.92   ; 5.58   ; 6.58   ; 5.49   
08.02.2001; 100.58   ; 77.32   ; 21.46   ; 22.98   ; 6.73   ; 6.98   ; 5.55   ; 6.58   ; 5.49   
09.02.2001; 99.61   ; 76.82   ; 22.03   ; 22.66   ; 6.69   ; 6.97   ; 5.51   ; 6.59   ; 5.51   
12.02.2001; 100.75   ; 77.96   ; 21.92   ; 22.90   ; 6.75   ; 6.99   ; 5.52   ; 6.60   ; 5.51   
13.02.2001; 99.93   ; 77.72   ; 21.37   ; 22.70   ; 6.71   ; 7.00   ; 5.51   ; 6.60   ; 5.50   
14.02.2001; 99.78   ; 77.00   ; 21.52   ; 22.70   ; 6.64   ; 7.01   ; 5.52   ; 6.59   ; 5.48   
15.02.2001; 100.74   ; 77.76   ; 20.27   ; 22.91   ; 6.64   ; 7.04   ; 5.53   ; 6.57   ; 5.46   
16.02.2001; 98.52   ; 77.03   ; 22.12   ; 22.49   ; 6.60   ; 6.98   ; 5.52   ; 6.59   ; 5.49   
20.02.2001; 97.00   ; 76.53   ; 24.69   ; 22.08   ; 6.51   ; 6.92   ; 5.51   ; 6.59   ; 5.49   
21.02.2001; 94.91   ; 75.00   ; 25.75   ; 21.67   ; 6.47   ; 6.71   ; 5.47   ; 6.60   ; 5.48   
22.02.2001; 95.06   ; 75.25   ; 26.76   ; 21.58   ; 6.43   ; 6.58   ; 5.42   ; 6.60   ; 5.48   
23.02.2001; 94.41   ; 74.46   ; 27.21   ; 21.49   ; 6.41   ; 6.57   ; 5.45   ; 6.61   ; 5.50   
26.02.2001; 96.42   ; 75.99   ; 25.43   ; 21.91   ; 6.43   ; 6.66   ; 5.49   ; 6.62   ; 5.51   
27.02.2001; 95.53   ; 75.92   ; 26.49   ; 21.67   ; 6.47   ; 6.65   ; 5.51   ; 6.64   ; 5.53   
28.02.2001; 93.65   ; 74.78   ; 28.35   ; 21.36   ; 6.44   ; 6.57   ; 5.53   ; 6.65   ; 5.58   
01.03.2001; 94.14   ; 74.56   ; 28.08   ; 21.37   ; 6.43   ; 6.63   ; 5.58   ; 6.66   ; 5.59   
02.03.2001; 93.39   ; 74.64   ; 27.43   ; 21.27   ; 6.40   ; 6.61   ; 5.61   ; 6.66   ; 5.56   
05.03.2001; 94.25   ; 75.19   ; 27.12   ; 21.39   ; 6.42   ; 6.63   ; 5.60   ; 6.66   ; 5.56   
06.03.2001; 95.26   ; 75.60   ; 25.89   ; 21.61   ; 6.51   ; 6.68   ; 5.61   ; 6.66   ; 5.55   
07.03.2001; 95.94   ; 76.53   ; 24.12   ; 21.74   ; 6.51   ; 6.68   ; 5.62   ; 6.68   ; 5.57   
08.03.2001; 96.05   ; 77.36   ; 24.29   ; 21.73   ; 6.51   ; 6.73   ; 5.63   ; 6.68   ; 5.58   
09.03.2001; 93.20   ; 75.60   ; 25.62   ; 21.20   ; 6.45   ; 6.65   ; 5.62   ; 6.69   ; 5.57   
12.03.2001; 89.21   ; 72.58   ; 30.32   ; 20.30   ; 6.25   ; 6.43   ; 5.58   ; 6.69   ; 5.57   
13.03.2001; 90.68   ; 73.26   ; 27.55   ; 20.61   ; 6.14   ; 6.38   ; 5.58   ; 6.67   ; 5.56   
14.03.2001; 88.89   ; 71.36   ; 29.61   ; 20.10   ; 5.97   ; 6.25   ; 5.55   ; 6.68   ; 5.59   
15.03.2001; 88.91   ; 71.51   ; 28.56   ; 20.17   ; 6.10   ; 6.22   ; 5.53   ; 6.69   ; 5.60   
16.03.2001; 87.13   ; 70.17   ; 29.91   ; 19.75   ; 5.94   ; 6.14   ; 5.51   ; 6.71   ; 5.61   
19.03.2001; 88.90   ; 71.15   ; 29.78   ; 20.12   ; 5.93   ; 6.09   ; 5.56   ; 6.70   ; 5.59   
20.03.2001; 86.52   ; 69.16   ; 30.96   ; 19.65   ; 5.97   ; 6.06   ; 5.54   ; 6.69   ; 5.61   
21.03.2001; 85.05   ; 67.62   ; 31.93   ; 19.29   ; 5.94   ; 6.08   ; 5.50   ; 6.71   ; 5.62   
22.03.2001; 84.18   ; 66.66   ; 32.84   ; 19.20   ; 5.71   ; 5.90   ; 5.47   ; 6.73   ; 5.63   
23.03.2001; 86.73   ; 67.98   ; 30.45   ; 19.60   ; 5.88   ; 5.95   ; 5.47   ; 6.66   ; 5.61   
26.03.2001; 87.83   ; 69.33   ; 29.04   ; 19.82   ; 6.09   ; 6.08   ; 5.56   ; 6.65   ; 5.60   
27.03.2001; 89.63   ; 70.75   ; 27.04   ; 20.29   ; 6.21   ; 6.07   ; 5.55   ; 6.60   ; 5.55   
28.03.2001; 87.15   ; 69.66   ; 28.58   ; 19.78   ; 6.06   ; 5.95   ; 5.50   ; 6.61   ; 5.56   
29.03.2001; 87.49   ; 70.00   ; 29.17   ; 19.68   ; 6.01   ; 5.86   ; 5.53   ; 6.61   ; 5.56   
30.03.2001; 88.40   ; 70.72   ; 28.64   ; 19.93   ; 6.01   ; 5.88   ; 5.58   ; 6.64   ; 5.61   
02.04.2001; 86.52   ; 69.47   ; 31.21   ; 19.61   ; 5.96   ; 5.79   ; 5.59   ; 6.64   ; 5.60   
03.04.2001; 83.63   ; 67.26   ; 34.72   ; 18.91   ; 5.90   ; 5.66   ; 5.53   ; 6.64   ; 5.61   
04.04.2001; 83.98   ; 67.98   ; 34.07   ; 18.84   ; 5.99   ; 5.64   ; 5.52   ; 6.63   ; 5.62   
05.04.2001; 87.16   ; 70.90   ; 29.94   ; 19.71   ; 6.23   ; 5.84   ; 5.58   ; 6.63   ; 5.60   
06.04.2001; 85.83   ; 70.05   ; 31.69   ; 19.32   ; 6.10   ; 5.82   ; 5.51   ; 6.64   ; 5.63   
09.04.2001; 86.79   ; 70.49   ; 31.91   ; 19.49   ; 6.10   ; 5.85   ; 5.53   ; 6.63   ; 5.62   
10.04.2001; 88.37   ; 72.02   ; 29.44   ; 20.03   ; 6.17   ; 5.95   ; 5.54   ; 6.61   ; 5.58   
11.04.2001; 88.43   ; 71.46   ; 28.46   ; 20.01   ; 6.16   ; 6.04   ; 5.45   ; 6.60   ; 5.57   
12.04.2001; 90.04   ; 72.54   ; 26.12   ; 20.31   ; 6.22   ; 6.09   ; 5.47   ; 6.61   ; 5.56   
16.04.2001; 89.09   ; 72.03   ; 26.33   ; 20.23   ; 6.16   ; 6.04   ; 5.45   ; 6.60   ; 5.52   
17.04.2001; 90.35   ; 72.94   ; 25.61   ; 20.45   ; 6.13   ; 6.04   ; 5.52   ; 6.61   ; 5.54   
18.04.2001; 93.94   ; 75.91   ; 24.13   ; 21.24   ; 6.36   ; 6.34   ; 5.58   ; 6.64   ; 5.57   
